ID_Venta,Fecha,Cliente,Producto,Categoría,Cantidad,Precio_Unitario,Total_Venta,Canal
10511,2025-03-02,C0685,Bolso de Cuero,Accesorios,4,175000,700000,Web
10512,2025-03-28,C0535,Jeans Azul,Ropa Mujer,1,120000,120000,Web
10513,2025-01-02,C0903,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
10514,2025-06-27,C0376,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
10515,2025-01-31,C0061,Bolso de Cuero,Accesorios,5,175000,875000,RedesSociales
10516,2025-02-02,C0356,Zapatos Casual,Calzado,4,150000,600000,Marketplace
10517,2025-03-21,C0833,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
10518,2025-01-11,C0646,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,RedesSociales
10519,2025-06-10,C0024,Zapatos Casual,Calzado,1,150000,150000,Web
10520,2025-05-08,C0293,Jeans Azul,Ropa Mujer,3,120000,360000,Web
10521,2025-05-15,C0557,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
10522,2025-05-08,C0691,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
10523,2025-01-31,C0356,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
10524,2025-06-25,C0984,Zapatos Casual,Calzado,1,150000,150000,Web
10525,2025-05-06,C0870,Gorra Negra,Accesorios,5,35000,175000,Web
10526,2025-02-16,C0941,Zapatos Casual,Calzado,2,150000,300000,Marketplace
10527,2025-06-30,C0575,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
10528,2025-04-17,C0029,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
10529,2025-01-19,C0357,Tenis Running,Calzado,4,200000,800000,Web
10530,2025-03-22,C0365,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Marketplace
10531,2025-05-03,C0608,Zapatos Casual,Calzado,5,150000,750000,Marketplace
10532,2025-05-14,C0409,Camiseta Negra,Ropa Hombre,3,45000,135000,Marketplace
10533,2025-04-17,C0266,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
10534,2025-02-18,C0291,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
10535,2025-03-14,C0567,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Marketplace
10536,2025-02-19,C0153,Gorra Negra,Accesorios,4,35000,140000,Marketplace
10537,2025-03-22,C0219,Jeans Azul,Ropa Mujer,5,120000,600000,Web
10538,2025-04-05,C0173,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
10539,2025-01-12,C0608,Jeans Azul,Ropa Mujer,5,120000,600000,Web
10540,2025-01-23,C0635,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
10541,2025-02-23,C0012,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
10542,2025-04-28,C0516,Jeans Azul,Ropa Mujer,2,120000,240000,Web
10543,2025-02-28,C0362,Zapatos Casual,Calzado,5,150000,750000,Web
10544,2025-06-13,C0858,Jeans Azul,Ropa Mujer,4,120000,480000,Web
10545,2025-01-03,C0579,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
10546,2025-02-27,C0657,Zapatos Casual,Calzado,1,150000,150000,Web
10547,2025-02-26,C0969,Camiseta Blanca,Ropa Hombre,2,40000,80000,Marketplace
10548,2025-05-25,C0477,Jeans Azul,Ropa Mujer,1,120000,120000,Web
10549,2025-06-16,C0577,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
10550,2025-03-31,C0082,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
10551,2025-02-24,C0617,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
10552,2025-02-14,C0693,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
10553,2025-01-01,C0340,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
10554,2025-01-21,C0441,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
10555,2025-01-21,C0617,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
10556,2025-02-21,C0226,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
10557,2025-03-23,C0371,Gorra Negra,Accesorios,1,35000,35000,Web
10558,2025-06-20,C0028,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
10559,2025-06-29,C0995,Zapatos Casual,Calzado,5,150000,750000,Marketplace
10560,2025-03-08,C0016,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
10561,2025-04-23,C0277,Tenis Running,Calzado,3,200000,600000,RedesSociales
10562,2025-02-13,C0333,Tenis Running,Calzado,1,200000,200000,RedesSociales
10563,2025-06-09,C0483,Tenis Running,Calzado,5,200000,1000000,Marketplace
10564,2025-01-10,C0810,Sudadera Deportiva,Ropa Unisex,3,95000,285000,RedesSociales
10565,2025-03-05,C0566,Bolso de Cuero,Accesorios,4,175000,700000,Web
10566,2025-03-10,C0288,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
10567,2025-03-09,C0114,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
10568,2025-01-28,C0038,Vestido Rojo,Ropa Mujer,3,180000,540000,RedesSociales
10569,2025-06-30,C0454,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Marketplace
10570,2025-04-26,C0882,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
10571,2025-02-20,C0742,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
10572,2025-06-30,C0166,Gorra Negra,Accesorios,1,35000,35000,Web
10573,2025-01-04,C0694,Tenis Running,Calzado,5,200000,1000000,Web
10574,2025-03-20,C0956,Bolso de Cuero,Accesorios,2,175000,350000,Web
10575,2025-01-17,C0205,Zapatos Casual,Calzado,2,150000,300000,Web
10576,2025-04-18,C0878,Zapatos Casual,Calzado,2,150000,300000,Web
10577,2025-03-15,C0245,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Marketplace
10578,2025-06-24,C0871,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
10579,2025-01-23,C0333,Gorra Negra,Accesorios,3,35000,105000,Web
10580,2025-01-18,C0943,Gorra Negra,Accesorios,1,35000,35000,Web
10581,2025-05-09,C0396,Bolso de Cuero,Accesorios,1,175000,175000,Marketplace
10582,2025-02-04,C0821,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,RedesSociales
10583,2025-03-05,C0507,Sudadera Deportiva,Ropa Unisex,1,95000,95000,RedesSociales
10584,2025-02-28,C0929,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
10585,2025-01-01,C0924,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
10586,2025-05-11,C0121,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
10587,2025-03-08,C0259,Gorra Negra,Accesorios,3,35000,105000,Web
10588,2025-02-06,C0722,Camiseta Blanca,Ropa Hombre,5,40000,200000,Marketplace
10589,2025-01-29,C0410,Zapatos Casual,Calzado,3,150000,450000,Web
10590,2025-03-30,C0310,Vestido Rojo,Ropa Mujer,4,180000,720000,RedesSociales
10591,2025-06-10,C0808,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
10592,2025-04-10,C0706,Jeans Azul,Ropa Mujer,1,120000,120000,Web
10593,2025-05-02,C0068,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
10594,2025-03-31,C0114,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
10595,2025-05-12,C0220,Gorra Negra,Accesorios,1,35000,35000,Marketplace
10596,2025-01-14,C0220,Sudadera Deportiva,Ropa Unisex,4,95000,380000,RedesSociales
10597,2025-06-10,C0473,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
10598,2025-05-30,C0730,Jeans Azul,Ropa Mujer,2,120000,240000,Marketplace
10599,2025-06-25,C0749,Gorra Negra,Accesorios,5,35000,175000,Web
10600,2025-05-11,C0943,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
10601,2025-03-26,C0386,Zapatos Casual,Calzado,2,150000,300000,Marketplace
10602,2025-05-31,C0298,Bolso de Cuero,Accesorios,1,175000,175000,Web
10603,2025-01-21,C0930,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
10604,2025-06-20,C0606,Zapatos Casual,Calzado,2,150000,300000,Web
10605,2025-01-26,C0253,Jeans Azul,Ropa Mujer,1,120000,120000,Web
10606,2025-02-10,C0405,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
10607,2025-05-02,C0492,Sudadera Deportiva,Ropa Unisex,1,95000,95000,RedesSociales
10608,2025-02-07,C0357,Tenis Running,Calzado,1,200000,200000,Web
10609,2025-03-29,C0428,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
10610,2025-01-11,C0215,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
10611,2025-01-29,C0993,Jeans Azul,Ropa Mujer,2,120000,240000,Web
10612,2025-03-01,C0380,Tenis Running,Calzado,3,200000,600000,Web
10613,2025-03-02,C0770,Zapatos Casual,Calzado,4,150000,600000,Marketplace
10614,2025-05-27,C0859,Sudadera Deportiva,Ropa Unisex,3,95000,285000,RedesSociales
10615,2025-06-23,C0752,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,RedesSociales
10616,2025-06-26,C0827,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
10617,2025-01-22,C0214,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
10618,2025-03-19,C0098,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
10619,2025-04-23,C0528,Bolso de Cuero,Accesorios,4,175000,700000,Web
10620,2025-05-03,C0916,Tenis Running,Calzado,3,200000,600000,Marketplace
10621,2025-05-22,C0666,Gorra Negra,Accesorios,1,35000,35000,Web
10622,2025-02-13,C0528,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
10623,2025-05-24,C0710,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
10624,2025-04-07,C0620,Jeans Azul,Ropa Mujer,1,120000,120000,RedesSociales
10625,2025-03-18,C0535,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Marketplace
10626,2025-05-20,C0554,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
10627,2025-02-24,C0549,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
10628,2025-02-20,C0328,Tenis Running,Calzado,1,200000,200000,Marketplace
10629,2025-04-12,C0902,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
10630,2025-06-16,C0165,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Marketplace
10631,2025-06-10,C0116,Zapatos Casual,Calzado,5,150000,750000,Marketplace
10632,2025-06-10,C0150,Gorra Negra,Accesorios,3,35000,105000,Web
10633,2025-01-29,C0518,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
10634,2025-03-10,C0032,Tenis Running,Calzado,1,200000,200000,Web
10635,2025-06-08,C0657,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
10636,2025-03-21,C0806,Zapatos Casual,Calzado,1,150000,150000,Marketplace
10637,2025-01-31,C0913,Camiseta Negra,Ropa Hombre,4,45000,180000,Marketplace
10638,2025-04-22,C0293,Bolso de Cuero,Accesorios,1,175000,175000,Marketplace
10639,2025-02-15,C0919,Gorra Negra,Accesorios,2,35000,70000,Marketplace
10640,2025-04-07,C0689,Bolso de Cuero,Accesorios,1,175000,175000,Marketplace
10641,2025-02-21,C0957,Zapatos Casual,Calzado,1,150000,150000,Web
10642,2025-05-18,C0177,Tenis Running,Calzado,4,200000,800000,Web
10643,2025-03-15,C0061,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
10644,2025-02-10,C0589,Gorra Negra,Accesorios,2,35000,70000,Marketplace
10645,2025-03-18,C0416,Gorra Negra,Accesorios,1,35000,35000,RedesSociales
10646,2025-05-11,C0383,Zapatos Casual,Calzado,4,150000,600000,Marketplace
10647,2025-04-24,C0598,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
10648,2025-02-21,C0703,Jeans Azul,Ropa Mujer,4,120000,480000,Web
10649,2025-06-11,C0007,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
10650,2025-06-26,C0918,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
10651,2025-06-05,C0085,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Marketplace
10652,2025-03-28,C0774,Bolso de Cuero,Accesorios,2,175000,350000,Web
10653,2025-04-19,C0957,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
10654,2025-05-21,C0398,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
10655,2025-03-10,C0912,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
10656,2025-04-30,C0771,Bolso de Cuero,Accesorios,3,175000,525000,Marketplace
10657,2025-03-08,C0393,Gorra Negra,Accesorios,3,35000,105000,Marketplace
10658,2025-03-02,C0047,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
10659,2025-03-12,C0341,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
10660,2025-06-01,C0498,Bolso de Cuero,Accesorios,1,175000,175000,Web
10661,2025-05-31,C0606,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Marketplace
10662,2025-01-30,C0478,Zapatos Casual,Calzado,1,150000,150000,Web
10663,2025-05-26,C0426,Camiseta Blanca,Ropa Hombre,3,40000,120000,RedesSociales
10664,2025-04-06,C0426,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
10665,2025-02-25,C0736,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
10666,2025-02-22,C0791,Tenis Running,Calzado,2,200000,400000,Web
10667,2025-01-07,C0515,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
10668,2025-04-07,C0129,Gorra Negra,Accesorios,1,35000,35000,RedesSociales
10669,2025-04-23,C0835,Zapatos Casual,Calzado,2,150000,300000,Marketplace
10670,2025-05-05,C0249,Camiseta Negra,Ropa Hombre,2,45000,90000,Marketplace
10671,2025-06-29,C0741,Bolso de Cuero,Accesorios,3,175000,525000,Web
10672,2025-05-12,C0839,Gorra Negra,Accesorios,3,35000,105000,RedesSociales
10673,2025-06-11,C0131,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Marketplace
10674,2025-06-10,C0740,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
10675,2025-05-01,C0689,Gorra Negra,Accesorios,3,35000,105000,Web
10676,2025-02-07,C0323,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
10677,2025-05-02,C0823,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
10678,2025-01-26,C0900,Chaqueta Jeans,Ropa Unisex,1,220000,220000,RedesSociales
10679,2025-05-09,C0543,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
10680,2025-01-04,C0066,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
10681,2025-02-08,C0718,Zapatos Casual,Calzado,5,150000,750000,Web
10682,2025-02-23,C0101,Bolso de Cuero,Accesorios,2,175000,350000,Web
10683,2025-06-10,C0832,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
10684,2025-02-02,C0031,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
10685,2025-01-20,C0885,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
10686,2025-01-16,C0191,Camiseta Blanca,Ropa Hombre,5,40000,200000,Marketplace
10687,2025-05-29,C0578,Zapatos Casual,Calzado,3,150000,450000,Web
10688,2025-06-22,C0415,Vestido Rojo,Ropa Mujer,1,180000,180000,RedesSociales
10689,2025-05-07,C0815,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
10690,2025-03-28,C0747,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
10691,2025-03-23,C0790,Vestido Rojo,Ropa Mujer,3,180000,540000,RedesSociales
10692,2025-03-03,C0714,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
10693,2025-01-31,C0500,Camiseta Blanca,Ropa Hombre,2,40000,80000,Marketplace
10694,2025-02-11,C0862,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
10695,2025-01-12,C0737,Zapatos Casual,Calzado,2,150000,300000,Marketplace
10696,2025-03-06,C0595,Bolso de Cuero,Accesorios,3,175000,525000,Web
10697,2025-03-14,C0046,Camiseta Blanca,Ropa Hombre,5,40000,200000,Marketplace
10698,2025-05-11,C0089,Tenis Running,Calzado,2,200000,400000,Web
10699,2025-04-25,C0698,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
10700,2025-05-17,C0375,Tenis Running,Calzado,1,200000,200000,RedesSociales
10701,2025-04-16,C0701,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
10702,2025-06-28,C0246,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
10703,2025-01-16,C0558,Zapatos Casual,Calzado,4,150000,600000,Marketplace
10704,2025-03-19,C0257,Bolso de Cuero,Accesorios,1,175000,175000,RedesSociales
10705,2025-05-05,C0352,Bolso de Cuero,Accesorios,1,175000,175000,Marketplace
10706,2025-05-11,C0921,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
10707,2025-06-01,C0573,Vestido Rojo,Ropa Mujer,5,180000,900000,RedesSociales
10708,2025-05-21,C0105,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
10709,2025-05-10,C0337,Zapatos Casual,Calzado,3,150000,450000,RedesSociales
10710,2025-04-22,C0526,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
10711,2025-05-07,C0301,Vestido Rojo,Ropa Mujer,4,180000,720000,RedesSociales
10712,2025-01-21,C0077,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
10713,2025-05-27,C0511,Camiseta Negra,Ropa Hombre,3,45000,135000,Marketplace
10714,2025-03-30,C0230,Zapatos Casual,Calzado,4,150000,600000,Marketplace
10715,2025-02-16,C0679,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Marketplace
10716,2025-05-30,C0578,Camiseta Blanca,Ropa Hombre,2,40000,80000,Marketplace
10717,2025-06-10,C0032,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
10718,2025-06-09,C0608,Jeans Azul,Ropa Mujer,2,120000,240000,Web
10719,2025-03-26,C0058,Jeans Azul,Ropa Mujer,2,120000,240000,Web
10720,2025-06-16,C0104,Jeans Azul,Ropa Mujer,2,120000,240000,Marketplace
10721,2025-05-08,C0312,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
10722,2025-03-13,C0646,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
10723,2025-02-11,C0729,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
10724,2025-01-09,C0067,Zapatos Casual,Calzado,4,150000,600000,Web
10725,2025-01-25,C0978,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Marketplace
10726,2025-01-02,C0690,Jeans Azul,Ropa Mujer,1,120000,120000,RedesSociales
10727,2025-01-19,C0374,Bolso de Cuero,Accesorios,2,175000,350000,Web
10728,2025-01-20,C0759,Chaqueta Jeans,Ropa Unisex,2,220000,440000,RedesSociales
10729,2025-03-11,C0806,Gorra Negra,Accesorios,2,35000,70000,RedesSociales
10730,2025-01-17,C0235,Jeans Azul,Ropa Mujer,2,120000,240000,Web
10731,2025-05-04,C0643,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
10732,2025-03-30,C0112,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
10733,2025-04-04,C0389,Bolso de Cuero,Accesorios,1,175000,175000,Marketplace
10734,2025-03-25,C0408,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
10735,2025-05-11,C0054,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Marketplace
10736,2025-03-28,C0802,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
10737,2025-02-20,C0239,Tenis Running,Calzado,3,200000,600000,Web
10738,2025-03-23,C0752,Jeans Azul,Ropa Mujer,1,120000,120000,Web
10739,2025-06-03,C0295,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
10740,2025-01-08,C0112,Zapatos Casual,Calzado,4,150000,600000,Web
10741,2025-06-14,C0088,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
10742,2025-05-01,C0740,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
10743,2025-06-04,C0476,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
10744,2025-06-22,C0304,Camiseta Negra,Ropa Hombre,3,45000,135000,RedesSociales
10745,2025-01-04,C0305,Bolso de Cuero,Accesorios,4,175000,700000,Web
10746,2025-03-27,C0290,Zapatos Casual,Calzado,1,150000,150000,Web
10747,2025-05-08,C0208,Camiseta Blanca,Ropa Hombre,1,40000,40000,RedesSociales
10748,2025-04-20,C0868,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
10749,2025-04-09,C0903,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
10750,2025-02-06,C0786,Jeans Azul,Ropa Mujer,1,120000,120000,Web
10751,2025-03-12,C0582,Jeans Azul,Ropa Mujer,1,120000,120000,RedesSociales
10752,2025-02-02,C0370,Tenis Running,Calzado,5,200000,1000000,Marketplace
10753,2025-01-31,C0220,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
10754,2025-05-05,C0231,Bolso de Cuero,Accesorios,3,175000,525000,RedesSociales
10755,2025-01-12,C0802,Jeans Azul,Ropa Mujer,3,120000,360000,Web
10756,2025-01-11,C0819,Sudadera Deportiva,Ropa Unisex,4,95000,380000,RedesSociales
10757,2025-03-29,C0873,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
10758,2025-03-13,C0349,Tenis Running,Calzado,5,200000,1000000,Marketplace
10759,2025-02-01,C0255,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
10760,2025-02-26,C0452,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
10761,2025-06-15,C0142,Zapatos Casual,Calzado,1,150000,150000,Web
10762,2025-03-27,C0069,Bolso de Cuero,Accesorios,1,175000,175000,Web
10763,2025-01-19,C0089,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
10764,2025-04-26,C0871,Tenis Running,Calzado,2,200000,400000,Web
10765,2025-01-14,C0136,Camiseta Blanca,Ropa Hombre,4,40000,160000,RedesSociales
10766,2025-02-02,C0655,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
10767,2025-01-10,C0851,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
10768,2025-03-21,C0699,Tenis Running,Calzado,4,200000,800000,Marketplace
10769,2025-03-05,C0523,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
10770,2025-03-09,C0660,Zapatos Casual,Calzado,4,150000,600000,Marketplace
10771,2025-04-02,C0951,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
10772,2025-05-05,C0804,Bolso de Cuero,Accesorios,1,175000,175000,RedesSociales
10773,2025-06-20,C0850,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Marketplace
10774,2025-03-21,C0910,Tenis Running,Calzado,1,200000,200000,RedesSociales
10775,2025-02-28,C0442,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
10776,2025-06-29,C0038,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
10777,2025-04-07,C0857,Bolso de Cuero,Accesorios,5,175000,875000,Web
10778,2025-01-19,C0208,Gorra Negra,Accesorios,5,35000,175000,Web
10779,2025-05-29,C0210,Zapatos Casual,Calzado,1,150000,150000,Web
10780,2025-01-22,C0513,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
10781,2025-01-09,C0360,Zapatos Casual,Calzado,2,150000,300000,Web
10782,2025-01-09,C0577,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Marketplace
10783,2025-01-27,C0001,Gorra Negra,Accesorios,3,35000,105000,Web
10784,2025-01-17,C0755,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
10785,2025-06-21,C0981,Camiseta Blanca,Ropa Hombre,3,40000,120000,RedesSociales
10786,2025-02-14,C0381,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
10787,2025-01-08,C0828,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
10788,2025-05-26,C0537,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
10789,2025-05-05,C0859,Camiseta Negra,Ropa Hombre,5,45000,225000,RedesSociales
10790,2025-05-03,C0394,Bolso de Cuero,Accesorios,2,175000,350000,RedesSociales
10791,2025-02-02,C0050,Bolso de Cuero,Accesorios,2,175000,350000,RedesSociales
10792,2025-01-01,C0396,Jeans Azul,Ropa Mujer,1,120000,120000,Web
10793,2025-01-06,C0860,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
10794,2025-02-10,C0753,Vestido Rojo,Ropa Mujer,5,180000,900000,RedesSociales
10795,2025-01-05,C0032,Gorra Negra,Accesorios,1,35000,35000,Web
10796,2025-03-21,C0545,Tenis Running,Calzado,1,200000,200000,Web
10797,2025-01-18,C0712,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
10798,2025-06-26,C0234,Camiseta Blanca,Ropa Hombre,4,40000,160000,RedesSociales
10799,2025-03-23,C0026,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
10800,2025-03-06,C0554,Camiseta Negra,Ropa Hombre,1,45000,45000,RedesSociales
10801,2025-03-24,C0434,Jeans Azul,Ropa Mujer,4,120000,480000,Web
10802,2025-05-16,C0061,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
10803,2025-05-11,C0553,Tenis Running,Calzado,5,200000,1000000,Web
10804,2025-01-25,C0441,Jeans Azul,Ropa Mujer,4,120000,480000,Web
10805,2025-03-10,C0130,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Marketplace
10806,2025-06-17,C0867,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
10807,2025-03-23,C0354,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
10808,2025-06-27,C0198,Camiseta Blanca,Ropa Hombre,2,40000,80000,RedesSociales
10809,2025-04-27,C0799,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
10810,2025-04-05,C0663,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
10811,2025-02-02,C0716,Jeans Azul,Ropa Mujer,4,120000,480000,Marketplace
10812,2025-04-21,C0694,Sudadera Deportiva,Ropa Unisex,5,95000,475000,RedesSociales
10813,2025-05-26,C0371,Camiseta Blanca,Ropa Hombre,2,40000,80000,Marketplace
10814,2025-05-05,C0924,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
10815,2025-01-16,C0719,Vestido Rojo,Ropa Mujer,2,180000,360000,Marketplace
10816,2025-03-21,C0147,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
10817,2025-02-07,C0716,Bolso de Cuero,Accesorios,2,175000,350000,Web
10818,2025-06-18,C0498,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Marketplace
10819,2025-05-15,C0048,Zapatos Casual,Calzado,3,150000,450000,RedesSociales
10820,2025-03-19,C0770,Tenis Running,Calzado,4,200000,800000,Web
10821,2025-06-30,C0651,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
10822,2025-03-04,C0172,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
10823,2025-04-22,C0613,Tenis Running,Calzado,4,200000,800000,Marketplace
10824,2025-03-30,C0699,Camiseta Blanca,Ropa Hombre,4,40000,160000,RedesSociales
10825,2025-06-09,C0896,Gorra Negra,Accesorios,2,35000,70000,Web
10826,2025-02-07,C0315,Bolso de Cuero,Accesorios,2,175000,350000,Web
10827,2025-05-30,C0376,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
10828,2025-05-24,C0806,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
